Symbol,Lambda,Cluster,Close,Change,Volume,Market Cap,EPS,Beta (1Y),Sector,Name,image_url
NASDAQ:TTMI,0.6938154336328892,1,28.59,-1.5495867768595015,533092,2905611234.0,0.7673,1.8820852,Electronic Technology,"TTM Technologies, Inc.",https://financialmodelingprep.com/image-stock/TTMI.png
NASDAQ:NVEC,0.6938122658858042,1,71.75,-1.927282668124653,26867,347066647.99999994,3.1158,0.9864251,Electronic Technology,NVE Corporation,https://financialmodelingprep.com/image-stock/NVEC.png
NASDAQ:ENPH,0.6938085192432549,1,39.64,4.302065517695035,10168324,5201046034.000001,1.108,0.33049828,Electronic Technology,"Enphase Energy, Inc.",https://financialmodelingprep.com/image-stock/ENPH.png
NASDAQ:HIMX,0.6938066504739833,1,8.21,-0.1216545012165424,801412,1435929007.0,0.5011,2.1320791,Electronic Technology,"Himax Technologies, Inc.",https://financialmodelingprep.com/image-stock/HIMX.png
NASDAQ:MPWR,0.6938040795994357,1,662.18,-1.4906277893484223,508537,31705178757.000004,37.8166,2.188125,Electronic Technology,"Monolithic Power Systems, Inc.",https://financialmodelingprep.com/image-stock/MPWR.png
NASDAQ:POWI,0.6938014843647,1,49.86,-1.286873886359134,479531,2806635647.0,0.6523,1.3888317,Electronic Technology,"Power Integrations, Inc.",https://financialmodelingprep.com/image-stock/POWI.png
NASDAQ:LFUS,0.6937991051737734,1,205.4,-1.3353828417715443,165016,5076484778.0,4.362,1.7616009,Electronic Technology,"Littelfuse, Inc.",https://financialmodelingprep.com/image-stock/LFUS.png
NASDAQ:MCTR,0.6937968560977095,1,5.955,0.8569880089424871,12884,91111500.0,0.0023,2.3159256,Electronic Technology,CTRL Group Limited,https://financialmodelingprep.com/image-stock/MCTR.png
NASDAQ:NTAP,0.6937945408237189,1,98.0,-1.7839246341952306,2840413,20224912994.0,5.5479,1.5017772,Electronic Technology,"NetApp, Inc.",https://financialmodelingprep.com/image-stock/NTAP.png
NASDAQ:VECO,0.693792351312979,1,19.2,-1.1837364899639755,592545,1150756540.0000002,1.1488,1.5510751,Electronic Technology,Veeco Instruments Inc.,https://logo.clearbit.com/veco.com
NASDAQ:TER,0.6937902200525781,1,76.98,-1.92381195056694,1813539,12349154314.999998,3.5864,1.7905004,Electronic Technology,"Teradyne, Inc.",https://financialmodelingprep.com/image-stock/TER.png
NASDAQ:SANM,0.6937882272722986,1,84.2,-0.2960331557134399,412783,4501652636.0,4.4302,1.480238,Electronic Technology,Sanmina Corporation,https://logo.clearbit.com/sanm.com
NASDAQ:HLIT,0.6937863436892265,1,8.94,-1.650165016501654,613530,1011085428.0,0.4556,1.0401565,Electronic Technology,Harmonic Inc.,https://financialmodelingprep.com/image-stock/HLIT.png
NASDAQ:NOVT,0.6937845912353802,1,120.13,-1.4520098441345448,344006,4321176048.0,1.9627,1.4450501,Electronic Technology,Novanta Inc.,https://financialmodelingprep.com/image-stock/NOVT.png
NASDAQ:LOGI,0.693782646226183,1,83.84,-3.119944534319393,636856,12519948776.488283,4.177936555,1.8224612,Electronic Technology,Logitech International S.A. - Registered Shares,https://logo.clearbit.com/logi.com
NASDAQ:AEIS,0.6937811811791986,1,113.87,-1.7854062446092749,169742,4287818687.0,1.9629,1.9105378,Electronic Technology,"Advanced Energy Industries, Inc.",https://logo.clearbit.com/aeis.com
NASDAQ:FTAIM,0.6937792635177069,1,26.115,2.0515826494724445,8320,11750864017.0,0.2253,0.044732645,Electronic Technology,FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,https://financialmodelingprep.com/image-stock/FTAIM.png
NASDAQ:FTAIN,0.6937778223930108,1,25.2,0.318471337579611,1469,11750864017.0,0.2253,0.099324346,Electronic Technology,FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares,https://financialmodelingprep.com/image-stock/FTAIN.png
NASDAQ:FTAI,0.6937762538333014,1,114.58,1.4610820862481106,1206500,11750864017.0,0.2253,1.1656115,Electronic Technology,FTAI Aviation Ltd.,https://financialmodelingprep.com/image-stock/FTAI.png
NASDAQ:RDWR,0.6937747621297761,1,23.3,-1.3965298349555575,75693,994596230.0,0.2746,0.8057321,Electronic Technology,Radware Ltd.,https://financialmodelingprep.com/image-stock/RDWR.png
NASDAQ:BYRN,0.6937731876468956,1,23.85,1.879538658692872,429022,540613550.0,0.6397,1.6495643,Electronic Technology,"Byrna Technologies, Inc.",https://financialmodelingprep.com/image-stock/BYRN.png
NASDAQ:WDC,0.6937717467208633,1,50.18,0.6821829855537646,5763168,17506717589.0,5.4448,2.3022456,Electronic Technology,Western Digital Corporation,https://logo.clearbit.com/wdc.com
NASDAQ:ZBRA,0.6937702367696139,1,284.21,-1.4391732556526682,325273,14453308171.0,10.6615,1.5378823,Electronic Technology,Zebra Technologies Corporation,https://financialmodelingprep.com/image-stock/ZBRA.png
NASDAQ:OSIS,0.6937687529836126,1,227.44,-0.5422424348434534,115768,3818403339.0,8.4035,1.499358,Electronic Technology,"OSI Systems, Inc.",https://financialmodelingprep.com/image-stock/OSIS.png
NASDAQ:FLEX,0.6937672908107951,1,41.48,0.0965250965250944,2822073,15485131448.0,2.1483,1.9168559,Electronic Technology,Flex Ltd.,https://logo.clearbit.com/flex.com
NASDAQ:ALAB,0.6937659463360791,1,94.62,0.339342523860029,3226967,15604428927.999998,0.2509,2.5160456,Electronic Technology,"Astera Labs, Inc.",https://logo.clearbit.com/alab.com
NASDAQ:ELTK,0.6937645857115002,1,10.01,1.1111111111111052,869,67207540.0,0.5198,0.14265862,Electronic Technology,Eltek Ltd.,https://financialmodelingprep.com/image-stock/ELTK.png
NASDAQ:CODA,0.6937626883923524,1,7.25,3.853316143818939,22749,81419301.0,0.3514,0.50330997,Electronic Technology,"Coda Octopus Group, Inc.",https://logo.clearbit.com/coda.com
NASDAQ:CRNT,0.6937620907973573,1,2.27,-2.5751072961373414,401440,201664712.0,0.2633,1.0405501,Electronic Technology,Ceragon Networks Ltd.,https://financialmodelingprep.com/image-stock/CRNT.png
NASDAQ:SWKS,0.6937611469414237,1,69.39,-1.378624218305854,3902241,10417460595.0,2.5758,1.4385302,Electronic Technology,"Skyworks Solutions, Inc.",https://financialmodelingprep.com/image-stock/SWKS.png
NASDAQ:PLXS,0.6937599646467978,1,129.57,-0.6822014410547407,99562,3510046328.0,5.2512,1.180472,Electronic Technology,Plexus Corp.,https://financialmodelingprep.com/image-stock/PLXS.png
NASDAQ:ESLT,0.6937587773456051,1,378.93,0.6373994104055545,278536,16948206804.41511,7.87092018,0.27427214,Electronic Technology,Elbit Systems Ltd.,https://financialmodelingprep.com/image-stock/ESLT.png
NASDAQ:FSLR,0.6937576764412449,1,158.38,1.298369043811961,3562490,16985380683.0,11.8152,0.86922336,Electronic Technology,"First Solar, Inc.",https://financialmodelingprep.com/image-stock/FSLR.png
NASDAQ:LSCC,0.6937566644607307,1,46.64,-1.6656124815517586,1874672,6413351481.0,0.373,2.4669366,Electronic Technology,Lattice Semiconductor Corporation,https://financialmodelingprep.com/image-stock/LSCC.png
NASDAQ:DRS,0.6937554984090394,1,41.04,0.7858546168958749,951236,10918660432.000002,0.8846,1.1763223,Electronic Technology,"Leonardo DRS, Inc.",https://logo.clearbit.com/drs.com
NASDAQ:TATT,0.6937544148433007,1,30.33,-1.108575154874481,37259,331821062.0,1.1971,0.6736272,Electronic Technology,TAT Technologies Ltd.,https://financialmodelingprep.com/image-stock/TATT.png
NASDAQ:ERIC,0.6937534408188788,1,8.66,-1.2542759407069493,28475057,28889145885.639606,0.0469,0.5510286,Electronic Technology,Ericsson,https://logo.clearbit.com/eric.com
NASDAQ:TSEM,0.6937522939331494,1,40.63,-0.3189401373895865,273861,4540671684.0,1.8269,1.7286568,Electronic Technology,Tower Semiconductor Ltd.,https://logo.clearbit.com/tsem.com
NASDAQ:RMBS,0.693751371542158,1,53.48,-1.907556859867949,772083,5744388952.0,1.9338,2.2449663,Electronic Technology,"Rambus, Inc.",https://logo.clearbit.com/rmbs.com
NASDAQ:SYNA,0.693750251784999,1,58.86,-3.0313014827018177,279689,2268785560.0,4.1794,2.0095205,Electronic Technology,Synaptics Incorporated,https://financialmodelingprep.com/image-stock/SYNA.png
NASDAQ:VICR,0.6937494185638073,1,41.67,0.2888086642599387,149924,1883827059.0,0.5124,1.5890738,Electronic Technology,Vicor Corporation,https://logo.clearbit.com/vicr.com
NASDAQ:TOYO,0.6937484137861402,1,3.4025,-0.2228673645934151,1533,114309507.0,1.1038,0.28655973,Electronic Technology,"TOYO Co., Ltd",https://logo.clearbit.com/toyo.com
NASDAQ:ELSE,0.6937467687862381,1,4.07,3.0379746835443067,36294,14037516.0,0.1081,-0.07703845,Electronic Technology,"Electro-Sensors, Inc.",https://financialmodelingprep.com/image-stock/ELSE.png
NASDAQ:SHLS,0.6937462925253542,1,4.59,0.4376367614879556,4217752,767332449.0,0.113,0.37710452,Electronic Technology,"Shoals Technologies Group, Inc.",https://financialmodelingprep.com/image-stock/SHLS.png
NASDAQ:KLAC,0.693745406683988,1,757.17,-1.3472137170851235,941948,100129248728.00002,27.6643,1.8746336,Electronic Technology,KLA Corporation,https://financialmodelingprep.com/image-stock/KLAC.png
NASDAQ:AMD,0.6937444441261628,1,110.31,-0.3613043085538718,30867274,178857104029.99997,1.3743,2.1083117,Electronic Technology,"Advanced Micro Devices, Inc.",https://logo.clearbit.com/amd.com
NASDAQ:QRVO,0.6937434819684204,1,74.6,-1.971090670170828,2134256,6939678061.999999,0.5944,1.7561789,Electronic Technology,"Qorvo, Inc.",https://financialmodelingprep.com/image-stock/QRVO.png
NASDAQ:MU,0.6937426669065805,1,93.37,-1.5395971738901126,16544976,104347657124.99998,4.2033,2.4619393,Electronic Technology,"Micron Technology, Inc.",https://logo.clearbit.com/mu.com
NASDAQ:TXN,0.6937413806951062,1,176.3,-2.1696909161533746,7417050,160163624464.0,5.317,1.149556,Electronic Technology,Texas Instruments Incorporated,https://logo.clearbit.com/txn.com
NASDAQ:QCOM,0.6937402437447261,1,145.38,-1.350342674899918,8994607,159627245361.0,9.9385,1.4980419,Electronic Technology,QUALCOMM Incorporated,https://logo.clearbit.com/qcom.com
NASDAQ:SIMO,0.6937389613958186,1,63.7,-2.105424927001676,470664,2146124370.0,2.7934,1.8744475,Electronic Technology,Silicon Motion Technology Corporation,https://logo.clearbit.com/simo.com
NASDAQ:ADI,0.6937377353805958,1,210.47,-0.6889067144812003,4848159,104445359146.99998,3.6904,1.5719942,Electronic Technology,"Analog Devices, Inc.",https://logo.clearbit.com/adi.com
NASDAQ:AEHR,0.6937365989541835,1,8.85,0.2265005662514108,371229,263476990.0,0.7906,1.3185902,Electronic Technology,Aehr Test Systems,https://logo.clearbit.com/aehr.com
NASDAQ:HON,0.6937356041961434,1,222.03,-0.7154675133032216,2537518,142694888468.0,8.7577,0.7174304,Electronic Technology,Honeywell International Inc.,https://logo.clearbit.com/hon.com
NASDAQ:ARM,0.6937347463835942,1,127.18,-1.6243811881188075,2966784,134429260323.0,0.7542,2.9926846,Electronic Technology,Arm Holdings plc,https://logo.clearbit.com/arm.com
NASDAQ:ASML,0.6937337979330781,1,732.49,-1.108410962602948,1525225,283009983171.3607,23.7445,1.3658419,Electronic Technology,ASML Holding N.V. - New York Registry Shares,https://logo.clearbit.com/asml.com
NASDAQ:BOSC,0.6937329783325995,1,3.91,-0.3821656050955332,35895,23161117.0,0.3998,0.5953072,Electronic Technology,B.O.S. Better Online Solutions,https://financialmodelingprep.com/image-stock/BOSC.png
NASDAQ:CSCO,0.6937321800782206,1,63.11,-0.394570707070707,15645591,249915494563.0,2.4546,0.994423,Electronic Technology,"Cisco Systems, Inc.",https://financialmodelingprep.com/image-stock/CSCO.png
NASDAQ:HOVR,0.6937270795220513,1,0.922,8.957693216733643,1956091,28937105.0,0.3112,0.77993035,Electronic Technology,New Horizon Aircraft Ltd.,https://financialmodelingprep.com/image-stock/HOVR.png
NASDAQ:CRUS,0.6937304893074875,1,99.89,-2.241143080837744,769253,5308646442.000001,6.2413,1.2267798,Electronic Technology,"Cirrus Logic, Inc.",https://financialmodelingprep.com/image-stock/CRUS.png
NASDAQ:NVDA,0.6937300618730159,1,131.29,-1.1593766468418432,198821324,3201842404039.0,2.9689,2.3596532,Electronic Technology,NVIDIA Corporation,https://logo.clearbit.com/nvda.com
NASDAQ:NVMI,0.6937288609064087,1,183.0,-0.925775540035736,122707,5361942444.000001,6.3087,1.7150906,Electronic Technology,Nova Ltd.,https://financialmodelingprep.com/image-stock/NVMI.png
NASDAQ:INSG,0.693727983042025,1,8.14,-1.2135922330097044,98684,122161557.0,0.3818,2.041026,Electronic Technology,Inseego Corp.,https://financialmodelingprep.com/image-stock/INSG.png
NASDAQ:AVAV,0.6937270242163405,1,169.07,0.8530183727034162,278365,7717148321.0,1.1803,1.3373955,Electronic Technology,"AeroVironment, Inc.",https://financialmodelingprep.com/image-stock/AVAV.png
NASDAQ:AAPL,0.6937257247021354,1,195.27,-3.024433849821217,78432918,2916518840395.0,6.4358,1.0798686,Electronic Technology,Apple Inc.,https://financialmodelingprep.com/image-stock/AAPL.png
NASDAQ:GILT,0.693724949795153,1,5.48,-2.8368794326241007,373349,312453340.00000006,0.2436,1.0749773,Electronic Technology,Gilat Satellite Networks Ltd.,https://logo.clearbit.com/gilt.com
NASDAQ:AUDC,0.6937241798528411,1,8.97,1.0135135135135118,66949,266227421.0,0.5754,0.7740963,Electronic Technology,AudioCodes Ltd.,https://financialmodelingprep.com/image-stock/AUDC.png
NASDAQ:NXPI,0.6937231775303232,1,192.15,-2.2187166047529314,3674264,48542604678.00001,9.2747,1.4062197,Electronic Technology,NXP Semiconductors N.V.,https://financialmodelingprep.com/image-stock/NXPI.png
NASDAQ:IMOS,0.6937222013232135,1,18.92,0.7991475759190311,10245,690072961.30775,0.9836,1.077228,Electronic Technology,ChipMOS TECHNOLOGIES INC.,https://logo.clearbit.com/imos.com
NASDAQ:CLWT,0.6937212147304482,1,1.1172,-2.3341201153946978,16596,8509538.0,0.0951,0.24332938,Electronic Technology,Euro Tech Holdings Company Limited,https://financialmodelingprep.com/image-stock/CLWT.png
NASDAQ:WETH,0.6937205480048652,1,0.978,-0.2040816326530614,6465,11669007.0,0.2796,1.3318666,Electronic Technology,Wetouch Technology Inc.,https://financialmodelingprep.com/image-stock/WETH.png
NASDAQ:OLED,0.6937193773703125,1,143.01,-1.7113402061855731,435262,6796713869.0,4.8215,1.813892,Electronic Technology,Universal Display Corporation,https://logo.clearbit.com/oled.com
NASDAQ:KTOS,0.6937173258344538,1,36.01,2.301136363636349,2389570,5525494564.0,0.1277,1.345305,Electronic Technology,"Kratos Defense & Security Solutions, Inc.",https://financialmodelingprep.com/image-stock/KTOS.png
NASDAQ:AVGO,0.6937155462844999,1,228.72,-0.7851472693358792,15385632,1075429719372.0,2.1503,2.514157,Electronic Technology,Broadcom Inc.,https://financialmodelingprep.com/image-stock/AVGO.png
NASDAQ:DIOD,0.6937136228417531,1,45.05,-1.701941959415233,379781,2090381213.0,0.5522,1.8043354,Electronic Technology,Diodes Incorporated,https://financialmodelingprep.com/image-stock/DIOD.png
NASDAQ:FORM,0.6937116919551859,1,30.37,-1.3320337881741395,583079,2340817539.0,0.7015,2.1314085,Electronic Technology,"FormFactor, Inc.",https://logo.clearbit.com/form.com
NASDAQ:AXON,0.6937096218226783,1,731.37,1.0528497409326432,422654,56937750054.0,4.3403,1.6606283,Electronic Technology,"Axon Enterprise, Inc.",https://logo.clearbit.com/axon.com
NASDAQ:OCFCP,0.6937213438522892,1,24.9999,0.079663730984787,915,970334185.0,1.5289,0.035354227,Finance,OceanFirst Financial Corp. - Depositary Shares,https://financialmodelingprep.com/image-stock/OCFCP.png
NASDAQ:FSUN,0.6937192929475615,1,35.39,-0.5898876404494405,70684,985023292.0,3.1485,0.6251348,Finance,FirstSun Capital Bancorp,https://financialmodelingprep.com/image-stock/FSUN.png
NASDAQ:VABK,0.6937171873291893,1,36.91,0.8469945355191124,4666,199017952.0,3.3137,0.6463386,Finance,Virginia National Bankshares Corporation,https://financialmodelingprep.com/image-stock/VABK.png
NASDAQ:CHMG,0.6937150485033852,1,46.73,-0.637890708058695,6316,223851893.0,4.7398,0.47526783,Finance,Chemung Financial Corp,https://financialmodelingprep.com/image-stock/CHMG.png
NASDAQ:OCFC,0.6937128712314319,1,16.62,-1.012507444907672,236056,970334185.0,1.5289,1.0777245,Finance,OceanFirst Financial Corp.,https://logo.clearbit.com/ocfc.com
NASDAQ:OPOF,0.6937106435512197,1,39.01,-0.989847715736042,13426,199147158.0,1.9599,-0.421727,Finance,Old Point Financial Corporation,https://financialmodelingprep.com/image-stock/OPOF.png
NASDAQ:WRLD,0.6937080840835073,1,143.45,0.4622172421037864,25057,761333208.0,16.5629,1.404378,Finance,World Acceptance Corporation,https://financialmodelingprep.com/image-stock/WRLD.png
NASDAQ:FMBH,0.6937054757322713,1,34.97,-0.5686664771111823,64536,838895170.0,3.3752,0.8474926,Finance,"First Mid Bancshares, Inc.",https://financialmodelingprep.com/image-stock/FMBH.png
NASDAQ:LCNB,0.6937028136510573,1,14.46,0.6263048016701576,13516,204861010.0,1.142,0.61452866,Finance,LCNB Corporation,https://logo.clearbit.com/lcnb.com
NASDAQ:UVSP,0.6937001258316443,1,29.38,-0.8102633355840714,87718,848498890.0,2.6806,0.85275364,Finance,Univest Financial Corporation,https://financialmodelingprep.com/image-stock/UVSP.png
NASDAQ:HWBK,0.6936973413921883,1,29.56,-2.151605428666012,7280,205343140.0,2.745,0.48432526,Finance,"Hawthorn Bancshares, Inc.",https://financialmodelingprep.com/image-stock/HWBK.png
NASDAQ:MYFW,0.6936946070533802,1,21.15,-1.6736401673640304,13793,205481366.0,1.0479,0.96714336,Finance,"First Western Financial, Inc.",https://logo.clearbit.com/myfw.com
NASDAQ:BHRB,0.6936918079565338,1,55.38,-0.3777657852131693,32468,831000108.0,3.5334,0.87809783,Finance,Burke & Herbert Financial Services Corp.,https://financialmodelingprep.com/image-stock/BHRB.png
NASDAQ:CNOBP,0.693688914976227,1,22.69,0.3316382931682637,3935,876730841.0,1.8424,0.2655945,Finance,"ConnectOne Bancorp, Inc. - Depositary Shares (each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock,",https://financialmodelingprep.com/image-stock/CNOBP.png
NASDAQ:FVCB,0.69368596985546,1,11.43,-0.2617801047120517,122351,205643165.0,1.0389,1.1431283,Finance,"FVCBankcorp, Inc.",https://financialmodelingprep.com/image-stock/FVCB.png
NASDAQ:CNOB,0.6936829802563639,1,22.79,0.6625441696113011,179800,876730841.0000001,1.8424,0.8792115,Finance,"ConnectOne Bancorp, Inc.",https://logo.clearbit.com/cnob.com
NASDAQ:AMSF,0.6936799439818354,1,46.39,0.0431313349148223,61171,883744052.0,2.4915,0.3098085,Finance,"AMERISAFE, Inc.",https://financialmodelingprep.com/image-stock/AMSF.png
NASDAQ:OVLY,0.6936770569120226,1,24.72,-0.4830917874396175,8285,207204566.0,2.9813,0.7434312,Finance,Oak Valley Bancorp (CA),https://financialmodelingprep.com/image-stock/OVLY.png
NASDAQ:BPRN,0.6936741521353726,1,30.24,-0.8524590163934478,4430,209536892.0,1.6702,0.6893007,Finance,"Princeton Bancorp, Inc.",https://financialmodelingprep.com/image-stock/BPRN.png
NASDAQ:TIPT,0.6936712192653794,1,21.75,0.5547850208044429,86765,815559205.0000001,1.3389,0.4953728,Finance,Tiptree Inc.,https://logo.clearbit.com/tipt.com
NASDAQ:PWOD,0.6936682498772311,1,29.19,-1.0172939979654023,12725,222258909.0,2.8181,0.5722417,Finance,"Penns Woods Bancorp, Inc.",https://logo.clearbit.com/pwod.com
NASDAQ:AMAL,0.6936651966431125,1,29.57,-0.2024974687816359,141084,904538343.0,3.4015,0.9616759,Finance,Amalgamated Financial Corp.,https://logo.clearbit.com/amal.com
NASDAQ:WLFC,0.6936610129042081,1,131.05,-0.5841298740706887,45340,904634906.0,15.1708,1.3719676,Finance,Willis Lease Finance Corporation,https://financialmodelingprep.com/image-stock/WLFC.png
NASDAQ:CTBI,0.6936552487471116,1,50.82,-0.6839945280437785,55470,920397625.0,4.7923,0.8125469,Finance,"Community Trust Bancorp, Inc.",https://logo.clearbit.com/ctbi.com
NASDAQ:INBK,0.6936493890681774,1,23.59,-0.4641350210970441,47011,205164245.0,2.4268,0.9050803,Finance,First Internet Bancorp,https://logo.clearbit.com/inbk.com
NASDAQ:BRKL,0.693643462194057,1,10.35,-1.0516252390057477,555771,922232634.0,0.8216,0.79900074,Finance,"Brookline Bancorp, Inc.",https://financialmodelingprep.com/image-stock/BRKL.png
NASDAQ:HFWA,0.6936375121013894,1,23.1,0.3039513677811562,220241,787837399.0,1.5006,0.75008875,Finance,Heritage Financial Corporation,https://financialmodelingprep.com/image-stock/HFWA.png
NASDAQ:INBKZ,0.693631461663835,1,23.7,-1.7294782540189382,3535,205164245.0,2.4268,0.09258136,Finance,First Internet Bancorp - Fixed-to-Floating Rate Subordinated Notes Due 2029,https://financialmodelingprep.com/image-stock/INBKZ.png
NASDAQ:ISBA,0.6936236872865088,1,27.8,0.1440922190201698,9612,205230543.00000003,1.9761,0.6208586,Finance,Isabella Bank Corporation,https://financialmodelingprep.com/image-stock/ISBA.png
NASDAQ:TRINZ,0.6936151718040224,1,25.27,0.0792079207920775,6671,935497131.0,2.2679,0.0227378,Finance,Trinity Capital Inc. - 7.875% Notes due 2029,https://financialmodelingprep.com/image-stock/TRINZ.png
NASDAQ:GIG,0.693606603678455,1,10.25,0.0,791,205000000.0,0.1203,-0.0013625196,Finance,GigCapital7 Corp.,https://logo.clearbit.com/gig.com
NASDAQ:MFIN,0.6935977839146974,1,9.22,-2.22693531283138,18304,214240358.0,1.681,0.44125155,Finance,Medallion Financial Corp.,https://logo.clearbit.com/mfin.com
NASDAQ:HLXB,0.6935891913978425,1,10.8401,0.1857670979667221,1297,204975450.9,0.2557,0.010947449,Finance,Helix Acquisition Corp. II,https://financialmodelingprep.com/image-stock/HLXB.png
NASDAQ:CFFI,0.6935802969843585,1,65.0,-1.8126888217522703,6196,210586874.0,6.6778,0.752269,Finance,C&F Financial Corporation,https://financialmodelingprep.com/image-stock/CFFI.png
NASDAQ:TRIN,0.6935713320648352,1,14.47,0.5559416261292569,294425,935497131.0,2.2679,0.46604338,Finance,Trinity Capital Inc.,https://logo.clearbit.com/trin.com
NASDAQ:TRINI,0.6935618252964155,1,25.3999,0.3036764996248407,2817,935497131.0,2.2679,0.04302551,Finance,Trinity Capital Inc. - 7.875% Notes Due 2029,https://financialmodelingprep.com/image-stock/TRINI.png
NASDAQ:UNIT,0.6935513522047208,1,4.2,-4.545454545454549,2993374,1030904296.0,0.2622,0.3999679,Finance,Uniti Group Inc.,https://logo.clearbit.com/unit.com
NASDAQ:GABC,0.6935426387946965,1,37.9,-0.2631578947368458,129028,1420518208.0,2.4865,0.7562073,Finance,"German American Bancorp, Inc.",https://logo.clearbit.com/gabc.com
NASDAQ:MBINN,0.69353293636576,1,19.78,-0.4028197381671616,1041,1443438436.0,5.4542,0.21252593,Finance,Merchants Bancorp - Depositary Shares 6.00% Fixed Rate Series C Non-Cumulative Perpetual Preferred Stock,https://financialmodelingprep.com/image-stock/MBINN.png
NASDAQ:MBINL,0.6935231296455587,1,23.33,-0.2565198802907322,12753,1443438436.0,5.4542,0.20144138,Finance,"Merchants Bancorp - Depositary Shares, Each Representing a 1/40th Interest in a Share of 7.625% Fixed Rate Series E Non-Cumulative Perpetual Preferred Stock, wi",https://financialmodelingprep.com/image-stock/MBINL.png
